name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Spice Code,No,Yes,4.0/5,165,JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani","South Indian, North Indian, Chinese, Biryani",1000,Buffet,Bannerghatta Road
The Onyx - The HHI Select Bengaluru,No,No,3.3/5,177,JP Nagar,Casual Dining,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads","North Indian, Chinese, Continental",950,,
 \n\nAmbience - 4\nService  - 3.5\nQuality  - 4\n\nCost - 4'), ('Rated 4.0'," """"RATED\n  Went to Onyx for a lunch buffet. There were very limited items in the spread", 90% of which were continental.\nI loved the ambience of the place and the hospitality of the waiters. It's a relaxing place with very mild music.\nBut if you're a person that does not enjoy continental food," then I surely wouldn't recommend the lunch buffet."""")"," """"RATED\n  This place is tucked away in JP Nagar and if you don't know the area too well you might miss it since it is located inside a hotel.\n\nSo there are good things and there are bad things about this place. Lets start with good stuff first.\n\nPlace is not too crowded most of the times including on weekends", good for us bad for them :D\nYou have your privacy if you are on a date :)\n\nNow the bad side to it\n\nEven though they are never full, your food still reaches you very late and you literally have to get the attention of staff if you need something\nThey served us drinks way before they brought the starters which  is a big let down when you are in a mood to drink away the evening\nThey should improve their bar selection," too limited options\n\nFood is good I would say that so this rating is mainly because of poor service. I loved their paneer lababdar and tandoori chicken. Reason I used to frequent this place because of the proximity to my place."""")", ('Rated 3.5', 'RATED\n  HHI Select was in list for long time, until one of our Colleague treated us there\n\nLovely place
The Pavillion,No,No,2.7/5,43,JP Nagar,Casual Dining,,"North Indian, Continental, South Indian, Chinese",1000,Buffet,Bannerghatta Road
Sankranthi Veg Restaurant,Yes,No,3.0/5,102,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600,Buffet,Bannerghatta Road
Tisano Cafe,Yes,No,3.8/5,54,Bannerghatta Road,Cafe,,"Cafe, Fast Food, Chinese, Continental",500,Cafes,Bannerghatta Road
Cafe Kabana,No,Yes,4.0/5,200,Bannerghatta Road,Cafe,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs","Cafe, Continental",700,Cafes,Bannerghatta Road
Butterly,Yes,No,3.9/5,102,Bannerghatta Road,Cafe,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake","Cafe, Bakery, Beverages",450,Cafes,Bannerghatta Road
Cafe Conico,No,No,NEW,0,Bannerghatta Road,Cafe,,"Cafe, Beverages",600,Cafes,Bannerghatta Road
Black Mug Cafe,Yes,No,3.7/5,171,Bannerghatta Road,Cafe,Coffee,Cafe,300,Cafes,Bannerghatta Road
#refuel,Yes,No,3.7/5,37,Bannerghatta Road,Cafe,"Thick Shakes, Sandwiches, Pasta, Mocktails","Cafe, Beverages",400,Cafes,Bannerghatta Road
WAFL,Yes,No,3.9/5,40,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Cafes,Bannerghatta Road
Vaho Kafe & Pressery,No,No,3.9/5,125,Bannerghatta Road,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta","Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500,,
 'RATED\n  Never again. Ordered a millet dosa and millet bisibelebath for breakfast through swiggy. After a swiggy screw-up, the food arrived after a hour. The food came in a plastic tray (am not sure how a health restaurant can send hot food in plastic). While the taste was passable, the after-effects of acidity and stomach ache were very noticeable. Typically happens with food prepared and re-cooked. Not worth the price charged.'), ('Rated 4.5', 'RATED\n  There is a common though that healthy food is not tasty and tasty food cannot be healthy, of top notch quality and great taste. This place might be a hard to locate the first time. It is right in front of IIM Bangalore, next to Big Bazaar, on the second floor. ...\nRead full post on purnisfoodblog.wordpress.com'), ('Rated 3.0', 'RATED\n  I have heard about this place and never get a chance to visit. But have ordered twice from there. Their chicken tikka roll is really good. Then tandoori chicken momo and tandoori Chilli chicken was bad.'), ('Rated 1.0', 'RATED\n  Never again. Ordered a millet dosa and millet bisibelebath for breakfast through swiggy. After a swiggy screw-up
Dreamcatcher,Yes,No,3.9/5,49,Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600,Cafes,Bannerghatta Road
Cafe Coffee Day,No,No,3.6/5,19,Bannerghatta Road,Cafe,,"Cafe, Fast Food",900,Cafes,Bannerghatta Road
Cafe Arabica,No,No,3.8/5,69,Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery",700,Cafes,Bannerghatta Road
Starbucks,No,No,3.9/5,52,Bannerghatta Road,Cafe,,"Cafe, Desserts",700,Cafes,Bannerghatta Road
Smoor,Yes,No,3.6/5,18,Bannerghatta Road,Dessert Parlor,,"Desserts, Cafe, Beverages",900,Cafes,Bannerghatta Road
Kalmane Koffees,No,No,3.9/5,78,Bannerghatta Road,Cafe,"Brownie, Filter Coffee",Cafe,350,Cafes,Bannerghatta Road
Shee-Sha Cafe,No,Yes,3.6/5,39,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, North Indian, Chinese, Continental",800,Cafes,Bannerghatta Road
Brews N Bites,Yes,No,2.7/5,48,Bannerghatta Road,"Quick Bites, Cafe",Thin Crust Pizza,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650,Cafes,Bannerghatta Road
D2V Cafe,No,No,3.6/5,13,Bannerghatta Road,Cafe,,Cafe,700,Cafes,Bannerghatta Road
Wellness Cafe,No,No,,0,Bannerghatta Road,Cafe,,"Cafe, Healthy Food",400,Cafes,Bannerghatta Road
Cafe Talk,No,No,3.3/5,14,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, Continental, North Indian, Bakery, Desserts",700,Cafes,Bannerghatta Road
Cafe Choco Craze,No,No,3.7/5,9,Bannerghatta Road,Cafe,,"Cafe, Fast Food, Desserts",400,Cafes,Bannerghatta Road
Healthy Smoothie,No,No,,0,Bannerghatta Road,Delivery,,"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich",300,Cafes,Bannerghatta Road
Me N U,No,No,NEW,0,Bannerghatta Road,Quick Bites,,"Finger Food, Wraps, Cafe, Continental, Healthy Food",500,Cafes,Bannerghatta Road
Slate Cafe,Yes,No,4.1/5,46,JP Nagar,Cafe,"Pasta, Sandwiches","Cafe, Sandwich, Burger",600,Cafes,Bannerghatta Road
Dialogues,No,No,4.0/5,129,JP Nagar,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries","Cafe, Continental",600,Cafes,Bannerghatta Road
Cafe Zuppa,Yes,No,NEW,0,JP Nagar,Cafe,,"Cafe, Pizza, Fast Food",450,Cafes,Bannerghatta Road
Mudpipe Cafe,Yes,Yes,3.9/5,727,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800,Cafes,Bannerghatta Road
Crave Bit Cafe,No,No,NEW,0,JP Nagar,Cafe,,Cafe,600,Cafes,Bannerghatta Road
TAB - Take A Break,No,No,4.1/5,521,JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,Cafes,Bannerghatta Road
Biggies Burger 'n' More,Yes,No,4.1/5,203,JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650,Cafes,Bannerghatta Road
Onesta,Yes,Yes,4.4/5,4381,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,,
 ('Rated 5.0', 'RATED\n  Very good food !! Loved the bbq pizza !! Service by Dharmendra was good !! Overall good experience the desserts were delecious specially the chocolate mousse and tarts were tasty ?'), ('Rated 4.5'," """"RATED\n  Amazing place to have some really great Italian food. Ambience is pretty good with super quick service. I tried -\nJalapeno cheeseballs which was perfectly made", chicken wrapped skewer was good but was bit on a drier side, Barbeque chicken (they add some sweet and sour cold sauce which wasn't appetizing to me else it was great) wasabi mayo chicken(spicy and great).\nFour cheese ravioli(must try) was yummmm," spinach and paneer lasagne was good (if you like a lot of spinach then go for it).\nI ended with a crostata di ricotta dessert which wasn't impressive as the pie was dry and ricotta wasn't fresh.\nAmbience - ????\nService - ?????\nFood - ????\nValue for money - ?????"""")", ('Rated 3.0', 'RATED\n  Visited this place looking at the rating and I was in for a major disappointment. While the prices are reasonable the taste of the food is not. It is average at best. Not a place for food connoisseur.'), ('Rated 4.0', ('Rated 4.0'," """"RATED\n  Great hospitality"
Cafe Potpourri,Yes,No,3.7/5,131,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Cafes,Bannerghatta Road
De Oxford Cafe,No,No,3.7/5,34,JP Nagar,Cafe,,"Cafe, Beverages, Fast Food",500,Cafes,Bannerghatta Road
Vinaya Coffee Moments,Yes,No,3.7/5,46,JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450,Cafes,Bannerghatta Road
Brew Point,Yes,No,3.6/5,10,JP Nagar,Cafe,,"Cafe, American, Burger, Sandwich, Fast Food",500,Cafes,Bannerghatta Road
The Cravery,Yes,No,2.6/5,18,JP Nagar,Cafe,,"Continental, Burger, Beverages, Cafe, Italian, Rolls",500,Cafes,Bannerghatta Road
Cuppa,No,No,3.4/5,48,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea","Cafe, Fast Food",550,Cafes,Bannerghatta Road
Anju's Cafe,No,No,3.4/5,6,JP Nagar,Cafe,,"Cafe, North Indian",600,Cafes,Bannerghatta Road
Furry Fairy Paw Paradise,No,No,,0,JP Nagar,Cafe,,Cafe,500,Cafes,Bannerghatta Road
Junkealth,No,No,,0,JP Nagar,Quick Bites,,"Healthy Food, Beverages, Cafe",300,Cafes,Bannerghatta Road
Skytouch Le Cafe,Yes,No,3.7/5,127,JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700,Cafes,Bannerghatta Road
Woodee Pizza,Yes,No,2.7/5,85,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500,Cafes,Bannerghatta Road
Hearts Unlock Cafe,No,No,3.2/5,11,BTM,Cafe,,"Cafe, Healthy Food",500,Cafes,Bannerghatta Road
eat.fit,Yes,No,4.5/5,1178,BTM,Delivery,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery,Bannerghatta Road
Sai Abhiruchi,Yes,No,3.7/5,335,BTM,Casual Dining,"Dum Biryani, Dal Fry, Paneer Biryani","Andhra, North Indian, Biryani",800,Delivery,Bannerghatta Road
Capsicum Family Restaurant,Yes,No,3.8/5,254,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",800,Delivery,Bannerghatta Road
Box Magic,Yes,No,3.6/5,21,Bannerghatta Road,Quick Bites,,"North Indian, South Indian, Seafood, Rolls",400,Delivery,Bannerghatta Road
Maa'r Rannaghor,Yes,No,3.8/5,20,JP Nagar,Quick Bites,,"Bengali, Chinese",400,Delivery,Bannerghatta Road
Easy Bites,Yes,No,4.1/5,63,JP Nagar,"Takeaway, Delivery","Sandwich, Crispy Chicken, French Fries","Fast Food, Sandwich",300,Delivery,Bannerghatta Road
Hiyar Majhe Kolkata,Yes,No,4.0/5,244,BTM,Quick Bites,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali","Bengali, North Indian",400,Delivery,Bannerghatta Road
Dabba Gosht,Yes,No,3.4/5,9,JP Nagar,"Takeaway, Delivery",,"Arabian, Middle Eastern",400,Delivery,Bannerghatta Road
Empire Restaurant,Yes,No,3.6/5,113,JP Nagar,"Takeaway, Delivery",,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery,Bannerghatta Road
Punjabites,Yes,No,3.7/5,5,JP Nagar,"Takeaway, Delivery",,"North Indian, Charcoal Chicken",400,Delivery,Bannerghatta Road
Sri Lakshmi Dhaba,Yes,No,2.9/5,255,BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,Delivery,Bannerghatta Road
XO Belgian Waffle,Yes,No,4.5/5,549,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400,Delivery,Bannerghatta Road
Swadista Aahar,Yes,No,4.1/5,775,BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300,Delivery,Bannerghatta Road
Vegetarea,Yes,No,3.9/5,38,BTM,"Takeaway, Delivery",,South Indian,250,Delivery,Bannerghatta Road
Al-Bek,Yes,No,3.6/5,208,JP Nagar,"Takeaway, Delivery","Chicken Grill, Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300,Delivery,Bannerghatta Road
Aniram's,Yes,No,4.1/5,739,JP Nagar,Delivery,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala","Chinese, North Indian",500,Delivery,Bannerghatta Road
Punjabi Nawabi,Yes,No,3.8/5,310,Bannerghatta Road,Quick Bites,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",North Indian,400,Delivery,Bannerghatta Road
YummRajj,Yes,No,3.3/5,42,BTM,Quick Bites,,Fast Food,500,Delivery,Bannerghatta Road
Swad Punjab Da,Yes,No,4.0/5,126,BTM,Quick Bites,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",North Indian,150,,
 take the left beside McDonalds's, come straight and take the right from the park to reach here.\n\nGreat thalis with different varieties will never let you get bored," trust me! Worth a try!"""")", ('Rated 4.0', 'RATED\n  Got food deliveries many times and have never been left disappointed. Even if you order for roti only, ('Rated 3.0', 'RATED\n  Your daily dose of daily meal. small & tidy place tucked away in the by lanes.\nyou will get parathas & thali meals.  The taste is okay, neither so good nor so bad. manageable for everyday eating\n\neatcapturetravel.wordpress.com'), ('Rated 4.0', 'RATED\n  If you are looking for a place for your daily meals in BTM....this is the right place....home like north Indian food....light on pocket...not a place to dine in as they have sitting of only 12 person . ... so better get your meal parcel..... taste is just perfect....perfect north Indian home food....'), super friendly staff and fresh made hot chapati. Perfect place for a simple, no fuss dinner/lunch.\n\nI used to have food here for 6 months
BOX8- Desi Meals,Yes,No,4.1/5,427,Bannerghatta Road,"Takeaway, Delivery","Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches","North Indian, Mughlai, Fast Food",500,Delivery,Bannerghatta Road
Roti Wala,Yes,No,4.0/5,197,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300,Delivery,Bannerghatta Road
Midnight Mania,Yes,No,4.1/5,601,BTM,Quick Bites,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake","Pizza, Italian, Beverages",700,Delivery,Bannerghatta Road
Kitchens@JP Nagar,Yes,No,3.9/5,488,JP Nagar,"Takeaway, Delivery",Vegetable Biryani,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,Delivery,Bannerghatta Road
Krishna Kuteera,Yes,No,4.0/5,396,Bannerghatta Road,Quick Bites,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori","South Indian, North Indian, Chinese",400,Delivery,Bannerghatta Road
Apna Punjab,Yes,No,3.6/5,474,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450,Delivery,Bannerghatta Road
Paratha Junction,Yes,No,2.9/5,172,BTM,Quick Bites,"Paratha, Kadai Paneer","North Indian, Chinese",300,Delivery,Bannerghatta Road
Nellore Bhojanam,Yes,No,3.1/5,175,Bannerghatta Road,Quick Bites,Biryani,Andhra,250,Delivery,Bannerghatta Road
Momoz,Yes,No,4.0/5,939,BTM,Casual Dining,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo","Chinese, Momos",600,Delivery,Bannerghatta Road
Kalingas,Yes,No,3.9/5,173,BTM,Quick Bites,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food",250,Delivery,Bannerghatta Road
Kanteen The Eatery,Yes,No,3.9/5,77,Bannerghatta Road,Quick Bites,"Chole Bhature, Pav Bhaji, Misal Pav",North Indian,400,Delivery,Bannerghatta Road
Kullad Cafe,Yes,No,3.9/5,326,BTM,Cafe,"Poha, Coffee, Chai, Rolls, Ginger Tea, Aloo Paratha, Elaichi Tea","North Indian, Cafe, Fast Food, Beverages",200,Delivery,Bannerghatta Road
Donne Biriyani House,Yes,No,3.3/5,212,JP Nagar,Quick Bites,"Biryani, Kshatriya Kebab","Biryani, Andhra",350,Delivery,Bannerghatta Road
Litti Twist,Yes,No,4.1/5,464,BTM,Quick Bites,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai","North Indian, Bihari",300,Delivery,Bannerghatta Road
FreshMenu,Yes,No,3.3/5,628,Bannerghatta Road,Delivery,"Rolls, Salads, Salad, Sandwiches, Pasta, Burgers, Croissants","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,Bannerghatta Road
Shanthi Sagar,Yes,No,3.6/5,518,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400,Delivery,Bannerghatta Road
Cakebuy,Yes,No,3.9/5,70,Bannerghatta Road,Dessert Parlor,Chocolate Truffle,Desserts,350,Delivery,Bannerghatta Road
Five Star Chicken,Yes,No,3.9/5,62,JP Nagar,Quick Bites,Fries,"Burger, Fast Food, Roast Chicken, Finger Food",300,Delivery,Bannerghatta Road
Poha House,Yes,No,NEW,0,BTM,Quick Bites,,Maharashtrian,200,Delivery,Bannerghatta Road
Bathinda Tandoor,Yes,No,NEW,0,BTM,Quick Bites,,North Indian,300,Delivery,Bannerghatta Road
Corner House Ice Cream,Yes,No,4.4/5,819,Jayanagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee","Ice Cream, Desserts",400,Delivery,Bannerghatta Road
Delight Food,Yes,No,2.6/5,171,BTM,Casual Dining,,"Andhra, Chinese, Biryani",450,Delivery,Bannerghatta Road
Andhra Kitchen,Yes,No,3.9/5,158,Bannerghatta Road,"Takeaway, Delivery",,"Andhra, Biryani",400,Delivery,Bannerghatta Road
Veg By Nature,Yes,No,3.4/5,14,JP Nagar,"Takeaway, Delivery",,North Indian,200,Delivery,Bannerghatta Road
Fattoush,Yes,Yes,4.2/5,1964,Bannerghatta Road,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",1000,,
 'RATED\n  After reading a lot of reviews, i finally decided to try this place.\nThis turned out to be a pleasant surprise. We opted for the buffet which had a decent spread with a veg soup and non veg shorba, salads both veg and non veg. The starters has two varieties of chicken items along with fish. All of them tasted good. Had an amazing time here. Thank You!'), ('Rated 4.0'," """"RATED\n  Hello everyone!! I had been to Fattoush to try the Arab food festival going on der.\nFirst tried we had a mango lady", Virgin mojito. The mango lady and passion mojito is the must try mocktails here.\nCreamy chicken soup was little heavy but it's finger licking good. Don't miss it if you are a fan of soup.\nThe must try in this place is the hummus accompanied with freshly made pita bread and salad. Hummus be the first most important thing you have to try here at all seasons. I loved it.\nNow the mandi items. Chicken Kofta, ozzy chicken are top notch.\nAnd the Arab sweet platter was the perfect thing to finish the meal.\nTo sum up," Fattoush has come with a really good menu for the Arab food festival which you should not miss.\nTaste - 4.5 /5\nService - 4/5\nService - 4/5"""")", ('Rated 1.0', 'RATED\n  I was denied food , if so they should not provide the wrong information on the world wide web . Really really poor service. The waiter challenged me to go ahead n post a review he dint seem like he cared at all. People like this are the people who destroy the reputation of a establishment.'), ('Rated 4.0'
Chicken Magic,Yes,No,3.7/5,207,BTM,Quick Bites,,"Chinese, North Indian",300,Delivery,Bannerghatta Road
Behrouz Biryani,Yes,No,4.0/5,138,Bannerghatta Road,Delivery,"Gulab Jamun, Vegetable Biryani, Mint Raita",Biryani,650,Delivery,Bannerghatta Road
Abhiruchi Hotel,Yes,No,3.3/5,455,Bannerghatta Road,Casual Dining,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice","Andhra, Biryani, North Indian, Chinese",550,Delivery,Bannerghatta Road
Swathi Restaurant,Yes,No,3.9/5,14,JP Nagar,"Takeaway, Delivery",,"Andhra, North Indian, Chinese",400,Delivery,Bannerghatta Road
Fresh Kitchen,Yes,No,3.4/5,13,Bannerghatta Road,Casual Dining,,"North Indian, Chinese",600,Delivery,Bannerghatta Road
Hind Ka Chulah,Yes,No,3.8/5,181,Bannerghatta Road,Food Court,"Butter Chicken, Chole, Chicken Tikka, Biryani Combo, Roti, Tandoori Chicken, Naan","North Indian, Biryani",600,Delivery,Bannerghatta Road
Kuttanad,Yes,No,3.6/5,140,Bannerghatta Road,Quick Bites,,"Kerala, South Indian",200,Delivery,Bannerghatta Road
New Mahesh Friends Food Corner,Yes,No,3.2/5,44,BTM,Quick Bites,,"North Indian, Chinese",300,Delivery,Bannerghatta Road
Bohra Bohra CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,Yes,No,3.6/5,43,JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",Bohri,300,Delivery,Bannerghatta Road
Pizza Hut,Yes,No,2.7/5,159,JP Nagar,Quick Bites,Prompt Service,Pizza,750,Delivery,Bannerghatta Road
Shree Krishna Sannidhi,Yes,No,3.4/5,76,Bannerghatta Road,Quick Bites,,"North Indian, Chinese",450,Delivery,Bannerghatta Road
BingeJoy!,Yes,No,3.6/5,16,JP Nagar,Kiosk,,"Biryani, Chinese, Fast Food",100,Delivery,Bannerghatta Road
Shiv Sai Hotel,Yes,No,3.5/5,74,Bannerghatta Road,Quick Bites,,North Indian,400,Delivery,Bannerghatta Road
MRA,Yes,No,3.9/5,20,BTM,"Takeaway, Delivery",,Bakery,200,Delivery,Bannerghatta Road
Beijing Bites,Yes,No,3.7/5,9,JP Nagar,"Takeaway, Delivery",,"Chinese, Thai, Momos",400,Delivery,Bannerghatta Road
A2B - Adyar Ananda Bhavan,Yes,No,4.1/5,51,JP Nagar,"Takeaway, Delivery",,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Bannerghatta Road
Burj Hotel,Yes,No,3.5/5,53,Bannerghatta Road,Quick Bites,,"North Indian, Chinese",350,Delivery,Bannerghatta Road
Shaadi Ki Biryani,Yes,No,3.1/5,28,BTM,"Takeaway, Delivery",,"Biryani, North Indian, Mughlai",400,Delivery,Bannerghatta Road
